@relation all_src_data

@attribute author NUMERIC
@attribute sloc NUMERIC
@attribute McCab NUMERIC
@attribute Hv NUMERIC
@attribute Hd NUMERIC
@attribute He NUMERIC
@attribute loc_add NUMERIC
@attribute loc_remove NUMERIC
@attribute nfunctions NUMERIC
@attribute commit_age NUMERIC
@attribute num_commits NUMERIC
@attribute commitdate NUMERIC
@attribute bug {False,True}

@data
1,37,0,366.126,5.21739,1910.22,32,27,0,6,1,1331137120,False
1,35,0,293.438,4.6,1349.81,3,8,0,6,1,1331137120,False
1,64,0,337.764,10.5,3546.52,30,20,0,6,1,1331137120,False
1,66,0,544.152,4.375,2380.67,1,1,0,6,1,1331137120,False
1,118,13,1191.26,18.0769,21534.3,56,32,1,57,6,1331137120,False
1,22,0,48.432,4.2,203.415,1,1,0,57,6,1331137120,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331137120,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331137120,False
1,359,55,4415.15,40.1429,177237.0,196,110,9,58,9,1331137707,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331137707,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331137707,False
1,22,0,48.432,4.2,203.415,5,5,0,58,9,1331137708,False
1,827,113,16612.5,100.722,1673240.0,45,22,11,59,8,1331221912,False
1,29,0,133.438,4.0,533.75,1,1,0,59,8,1331221912,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331221912,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331221912,False
1,55,6,208.974,7.85714,1641.93,1,1,1,60,5,1331280735,True
1,22,0,48.432,4.2,203.415,1,1,0,60,5,1331280735,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331280735,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331280735,False
1,359,55,4415.15,40.1429,177237.0,1,1,9,60,10,1331280928,False
1,22,0,48.432,4.2,203.415,1,1,0,60,10,1331280928,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331280928,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331280928,False
1,827,113,16612.5,100.722,1673240.0,1,1,11,60,9,1331281129,False
1,29,0,133.438,4.0,533.75,1,1,0,60,9,1331281129,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331281129,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331281129,False
1,74,6,504.439,14.2857,7206.28,1,1,1,60,5,1331281305,False
1,22,0,48.432,4.2,203.415,1,1,0,60,5,1331281305,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331281305,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331281305,False
1,37,0,366.126,5.21739,1910.22,2,2,0,8,2,1331281693,False
1,35,0,293.438,4.6,1349.81,1,1,0,8,2,1331281693,False
1,64,0,337.764,10.5,3546.52,2,2,0,8,2,1331281693,False
1,66,0,544.152,4.375,2380.67,1,1,0,8,2,1331281693,False
1,118,13,1191.26,18.0769,21534.3,2,2,1,59,7,1331281693,False
1,22,0,48.432,4.2,203.415,1,1,0,59,7,1331281693,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331281693,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331281693,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331900450,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331900450,False
3,361,55,4623.99,41.7785,193183.0,15,13,9,67,11,1331900451,False
3,22,0,48.432,4.2,203.415,5,5,0,67,11,1331900451,False
3,37,0,366.126,5.21739,1910.22,12,13,0,15,4,1331900694,False
3,35,0,293.438,4.6,1349.81,5,5,0,15,4,1331900694,False
3,64,0,337.764,10.5,3546.52,12,13,0,15,4,1331900694,False
3,66,0,544.152,4.375,2380.67,5,5,0,15,3,1331900694,False
3,109,13,982.031,16.2857,15993.1,12,24,1,66,9,1331900694,False
3,22,0,48.432,4.2,203.415,5,5,0,66,9,1331900694,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331900694,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331900694,False
3,37,0,366.126,5.21739,1910.22,1,1,0,15,3,1331901069,False
3,35,0,293.438,4.6,1349.81,1,1,0,15,3,1331901069,False
3,64,0,337.764,10.5,3546.52,1,1,0,15,3,1331901069,False
3,66,0,544.152,4.375,2380.67,1,1,0,15,4,1331901069,False
3,109,13,982.031,16.2857,15993.1,1,1,1,66,8,1331901069,False
3,22,0,48.432,4.2,203.415,1,1,0,66,8,1331901069,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331901069,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331901069,False
3,829,116,17470.2,108.505,1895600.0,83,11,10,67,10,1331901653,False
3,30,0,161.421,4.38462,707.77,6,5,0,67,10,1331901653,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1331901653,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1331901653,False
1,829,116,17470.2,108.505,1895600.0,5,5,10,71,11,1332255213,False
1,30,0,161.421,4.38462,707.77,5,5,0,71,11,1332255213,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332255213,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332255213,False
1,361,55,4623.99,41.7785,193183.0,10,10,9,71,12,1332260711,False
1,22,0,48.432,4.2,203.415,5,5,0,71,12,1332260711,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332260711,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332260711,False
1,109,13,982.031,16.2857,15993.1,5,5,1,71,10,1332313036,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332313036,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332313036,False
1,37,0,366.126,5.21739,1910.22,11,7,0,20,5,1332313037,False
1,35,0,293.438,4.6,1349.81,11,7,0,20,5,1332313037,False
1,64,0,337.764,10.5,3546.52,5,5,0,20,5,1332313037,False
1,66,0,544.152,4.375,2380.67,5,5,0,20,5,1332313037,False
1,22,0,48.432,4.2,203.415,5,5,0,71,10,1332313037,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332402537,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332402537,False
3,829,116,17470.2,108.505,1895600.0,63,63,10,73,12,1332402538,False
3,30,0,161.421,4.38462,707.77,5,5,0,73,12,1332402538,False
1,850,121,17686.1,109.68,1939810.0,68,47,10,74,13,1332509642,False
1,31,0,190.165,4.71429,896.491,6,5,0,74,13,1332509642,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332509642,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332509642,False
1,850,121,17686.1,109.68,1939810.0,4,4,10,77,14,1332749763,False
1,31,0,190.165,4.71429,896.491,1,1,0,77,14,1332749763,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332749763,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332749763,False
1,361,55,4623.99,41.7785,193183.0,1,1,9,77,13,1332758851,False
1,22,0,48.432,4.2,203.415,1,1,0,77,13,1332758851,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332758851,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332758851,False
1,37,0,366.126,5.21739,1910.22,1,1,0,25,6,1332759240,False
1,35,0,293.438,4.6,1349.81,1,1,0,25,6,1332759240,False
1,64,0,337.764,10.5,3546.52,1,1,0,25,6,1332759240,False
1,66,0,544.152,4.375,2380.67,1,1,0,25,6,1332759240,False
1,109,13,982.031,16.2857,15993.1,1,1,1,76,11,1332759240,False
1,22,0,48.432,4.2,203.415,1,1,0,76,11,1332759240,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332759240,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332759240,False
3,851,121,17707.0,109.893,1945880.0,9,8,10,78,15,1332857472,False
3,31,0,190.165,4.71429,896.491,5,5,0,78,15,1332857472,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332857472,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332857472,False
1,37,0,366.126,5.21739,1910.22,1,1,0,27,7,1332922937,False
1,35,0,293.438,4.6,1349.81,1,1,0,27,7,1332922937,False
1,64,0,337.764,10.5,3546.52,1,1,0,27,7,1332922937,False
1,66,0,544.152,4.375,2380.67,1,1,0,27,7,1332922937,False
1,109,13,982.031,16.2857,15993.1,1,1,1,78,12,1332922937,False
1,22,0,48.432,4.2,203.415,1,1,0,78,12,1332922937,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1332922937,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1332922937,False
3,393,49,4957.61,43.8165,217225.0,152,51,9,106,14,1335265488,False
3,22,0,48.432,4.2,203.415,5,5,0,106,14,1335265488,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1335265488,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1335265488,False
1,859,123,18093.7,115.442,2088780.0,168,77,10,108,16,1335443766,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1335443766,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1335443766,False
1,34,0,214.053,4.6875,1003.37,10,5,0,108,16,1335443767,False
1,37,0,366.126,5.21739,1910.22,42,19,0,62,8,1335947801,False
1,35,0,293.438,4.6,1349.81,1,1,0,62,8,1335947801,False
1,64,0,337.764,10.5,3546.52,42,19,0,62,8,1335947801,False
1,66,0,544.152,4.375,2380.67,1,1,0,62,8,1335947801,False
1,109,13,982.031,16.2857,15993.1,42,19,1,113,13,1335947801,False
1,22,0,48.432,4.2,203.415,1,1,0,113,13,1335947801,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1335947801,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1335947801,False
1,393,49,4957.61,43.8165,217225.0,10,10,9,128,15,1337168056,False
1,22,0,48.432,4.2,203.415,5,5,0,128,15,1337168056,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337168056,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337168056,False
1,858,123,18093.7,115.442,2088780.0,1,3,10,128,17,1337168246,False
1,34,0,214.053,4.6875,1003.37,1,1,0,128,17,1337168246,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337168246,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337168246,False
1,37,0,366.126,5.21739,1910.22,1,1,0,76,9,1337168984,False
1,35,0,293.438,4.6,1349.81,1,1,0,76,9,1337168984,False
1,64,0,337.764,10.5,3546.52,1,1,0,76,9,1337168984,False
1,66,0,544.152,4.375,2380.67,1,1,0,76,10,1337168984,False
1,109,13,982.031,16.2857,15993.1,1,1,1,127,14,1337168984,False
1,22,0,48.432,4.2,203.415,1,1,0,127,14,1337168984,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337168984,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337168984,False
3,401,52,5653.84,47.7143,269769.0,63,38,9,128,16,1337169365,False
3,22,0,48.432,4.2,203.415,5,5,0,128,16,1337169365,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337169365,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337169365,False
1,858,123,18113.0,110.635,2003930.0,4,4,10,128,18,1337176652,False
1,34,0,214.053,4.6875,1003.37,1,1,0,128,18,1337176652,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337176652,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337176652,False
1,37,0,366.126,5.21739,1910.22,1,1,0,76,10,1337177563,False
1,35,0,293.438,4.6,1349.81,1,1,0,76,10,1337177563,False
1,64,0,337.764,10.5,3546.52,1,1,0,76,10,1337177563,False
1,66,0,544.152,4.375,2380.67,1,1,0,76,9,1337177563,False
1,112,13,1004.61,16.7143,16791.3,5,2,1,127,15,1337177563,False
1,22,0,48.432,4.2,203.415,1,1,0,127,15,1337177563,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337177563,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337177563,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337672256,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337672256,False
1,1076,151,23647.8,125.754,2973820.0,304,12,12,134,19,1337672257,False
1,44,0,356.702,4.92,1754.97,25,1,0,134,19,1337672257,False
1,1066,151,23282.3,127.851,2976660.0,1,2,12,134,20,1337686088,False
1,34,0,214.053,4.6875,1003.37,1,2,0,134,20,1337686088,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337686088,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337686088,False
3,401,52,5847.52,48.7069,284814.0,8,7,9,134,17,1337687560,False
3,22,0,48.432,4.2,203.415,1,1,0,134,17,1337687560,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337687560,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337687560,False
3,401,52,5847.52,48.7069,284814.0,1,1,9,134,18,1337694333,False
3,22,0,48.432,4.2,203.415,1,1,0,134,18,1337694333,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337694333,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337694333,False
1,55,6,208.974,7.85714,1641.93,1,1,1,135,6,1337749615,True
1,22,0,48.432,4.2,203.415,1,1,0,135,6,1337749615,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337749615,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337749615,False
1,74,6,504.439,14.2857,7206.28,1,1,1,135,6,1337750962,False
1,22,0,48.432,4.2,203.415,1,1,0,135,6,1337750962,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337750962,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337750962,False
1,1066,151,23282.3,127.851,2976660.0,1,1,12,135,21,1337751998,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337751998,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337751998,False
1,34,0,214.053,4.6875,1003.37,1,1,0,135,21,1337751999,False
1,37,0,366.126,5.21739,1910.22,16,10,0,83,11,1337753524,False
1,35,0,293.438,4.6,1349.81,1,1,0,83,11,1337753524,False
1,64,0,337.764,10.5,3546.52,16,10,0,83,11,1337753524,False
1,66,0,544.152,4.375,2380.67,1,1,0,83,12,1337753524,False
1,112,13,1004.61,16.7143,16791.3,16,10,1,134,16,1337753524,False
1,22,0,48.432,4.2,203.415,1,1,0,134,16,1337753524,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337753524,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337753524,False
3,412,52,5858.53,48.7216,285437.0,157,132,10,135,19,1337778741,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337778741,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337778741,False
3,22,0,48.432,4.2,203.415,1,1,0,135,19,1337778742,False
1,1071,152,23409.9,128.623,3011050.0,10,4,12,135,22,1337779076,False
1,34,0,214.053,4.6875,1003.37,1,1,0,135,22,1337779076,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337779076,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337779076,False
3,400,52,5718.18,48.1322,275228.0,128,154,9,135,20,1337780019,False
3,22,0,48.432,4.2,203.415,1,1,0,135,20,1337780019,False
3,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337780019,False
3,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337780019,False
1,37,0,366.126,5.21739,1910.22,1,1,0,83,12,1337780339,False
1,35,0,293.438,4.6,1349.81,1,1,0,83,12,1337780339,False
1,64,0,331.085,11.4545,3792.42,4,4,0,83,12,1337780339,False
1,66,0,544.152,4.375,2380.67,1,1,0,83,11,1337780339,False
1,112,13,1004.61,16.7143,16791.3,1,1,1,134,17,1337780339,False
1,22,0,48.432,4.2,203.415,1,1,0,134,17,1337780339,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337780339,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337780339,False
1,1091,157,23948.8,130.374,3122290.0,29,5,12,136,23,1337837706,False
1,34,0,214.053,4.6875,1003.37,1,1,0,136,23,1337837706,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337837706,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337837706,False
1,37,0,366.126,5.21739,1910.22,1,1,0,84,13,1337838090,False
1,35,0,293.438,4.6,1349.81,1,1,0,84,13,1337838090,False
1,64,0,331.085,11.4545,3792.42,1,1,0,84,13,1337838090,False
1,66,0,544.152,4.375,2380.67,1,1,0,84,13,1337838090,False
1,112,13,1004.61,16.7143,16791.3,1,1,1,135,18,1337838090,False
1,22,0,48.432,4.2,203.415,1,1,0,135,18,1337838090,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337838090,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337838090,False
1,1105,160,24403.7,137.306,3350780.0,53,45,12,137,24,1337942919,False
1,34,0,214.053,4.6875,1003.37,1,1,0,137,24,1337942919,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1337942919,False
1,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1337942919,False
1,1113,159,24602.9,134.881,3318470.0,91,63,13,141,25,1338302676,False
1,17,0,218.261,6.0,1309.57,1,1,0,0,0,1338302676,False
