@relation all_src_data

@attribute author NUMERIC
@attribute sloc NUMERIC
@attribute McCab NUMERIC
@attribute Hv NUMERIC
@attribute Hd NUMERIC
@attribute He NUMERIC
@attribute loc_add NUMERIC
@attribute loc_remove NUMERIC
@attribute nfunctions NUMERIC
@attribute commit_age NUMERIC
@attribute num_commits NUMERIC
@attribute commitdate NUMERIC
@attribute bug {False,True}

@data
3.0,160.0,7.0,2006.51,46.375,93052.1,35.0,3.0,1.0,4.0,2.0,1346150010.0,False
3.0,37.0,0.0,305.026,7.69231,2346.35,2.0,2.0,0.0,4.0,2.0,1346150010.0,False
2.0,162.0,7.0,2006.51,46.375,93052.1,12.0,10.0,1.0,6.0,3.0,1346309053.0,False
2.0,37.0,0.0,305.026,7.69231,2346.35,9.0,9.0,0.0,6.0,3.0,1346309053.0,False
2.0,68.0,5.0,597.25,14.6875,8772.12,7.0,7.0,0.0,122.0,8.0,1346313936.0,False
2.0,23.0,0.0,162.848,5.86667,955.376,5.0,5.0,0.0,122.0,8.0,1346313936.0,False
2.0,58.0,0.0,960.0,14.6489,14063.0,210.0,0.0,0.0,0.0,0.0,1346334675.0,False
2.0,31.0,0.0,518.646,7.2,3734.25,102.0,0.0,0.0,0.0,0.0,1346334676.0,False
2.0,315.0,10.0,6458.11,46.209,298423.0,672.0,0.0,0.0,0.0,0.0,1346336723.0,False
2.0,43.0,0.0,999.073,6.4918,6485.79,116.0,0.0,0.0,0.0,0.0,1346336724.0,False
2.0,175.0,19.0,5414.29,52.1186,282186.0,541.0,33.0,0.0,125.0,1.0,1346337985.0,False
2.0,27.0,0.0,310.335,6.48,2010.97,16.0,24.0,0.0,125.0,1.0,1346337985.0,False
2.0,178.0,19.0,5454.39,52.0833,284083.0,15.0,28.0,0.0,130.0,2.0,1346740784.0,False
2.0,31.0,0.0,328.274,6.57692,2159.03,10.0,4.0,0.0,130.0,2.0,1346740784.0,False
4.0,112.0,0.0,2281.32,18.6667,42584.7,347.0,0.0,0.0,0.0,0.0,1346764561.0,False
4.0,36.0,0.0,838.778,7.76471,6512.87,107.0,0.0,0.0,0.0,0.0,1346764561.0,False
2.0,162.0,7.0,2006.51,46.375,93052.1,4.0,4.0,1.0,18.0,4.0,1347359209.0,False
2.0,37.0,0.0,305.026,7.69231,2346.35,2.0,2.0,0.0,18.0,4.0,1347359209.0,False
2.0,178.0,19.0,5454.39,52.0833,284083.0,2.0,2.0,0.0,137.0,3.0,1347359213.0,False
2.0,31.0,0.0,328.274,6.57692,2159.03,1.0,1.0,0.0,137.0,3.0,1347359213.0,False
2.0,315.0,10.0,6458.11,46.209,298423.0,2.0,2.0,0.0,12.0,1.0,1347359213.0,False
2.0,43.0,0.0,999.073,6.4918,6485.79,1.0,1.0,0.0,12.0,1.0,1347359213.0,False
2.0,58.0,0.0,960.0,14.6489,14063.0,2.0,2.0,0.0,12.0,1.0,1347359214.0,False
2.0,31.0,0.0,518.646,7.2,3734.25,1.0,1.0,0.0,12.0,1.0,1347359214.0,False
2.0,68.0,5.0,597.25,14.6875,8772.12,2.0,2.0,0.0,134.0,9.0,1347359214.0,False
2.0,23.0,0.0,162.848,5.86667,955.376,1.0,1.0,0.0,134.0,9.0,1347359215.0,False
2.0,112.0,0.0,2281.32,18.6667,42584.7,2.0,2.0,0.0,7.0,1.0,1347359215.0,False
2.0,36.0,0.0,838.778,7.76471,6512.87,1.0,1.0,0.0,7.0,1.0,1347359216.0,False
2.0,127.0,6.0,1437.37,34.8387,50076.0,4.0,4.0,1.0,18.0,4.0,1347359216.0,False
2.0,32.0,0.0,277.442,7.82609,2171.28,2.0,2.0,0.0,18.0,4.0,1347359216.0,False
2.0,68.0,5.0,597.25,14.6875,8772.12,13.0,13.0,0.0,134.0,10.0,1347373707.0,False
2.0,23.0,0.0,162.848,5.86667,955.376,4.0,4.0,0.0,134.0,10.0,1347373707.0,False
2.0,162.0,7.0,2006.51,46.375,93052.1,14.0,14.0,1.0,18.0,5.0,1347379541.0,False
2.0,37.0,0.0,305.026,7.69231,2346.35,11.0,11.0,0.0,18.0,5.0,1347379541.0,False
2.0,127.0,6.0,1437.37,34.8387,50076.0,19.0,19.0,1.0,19.0,5.0,1347431285.0,False
2.0,32.0,0.0,277.442,7.82609,2171.28,13.0,13.0,0.0,19.0,5.0,1347431285.0,False
2.0,162.0,7.0,2006.51,46.375,93052.1,1.0,1.0,1.0,19.0,6.0,1347440102.0,False
2.0,37.0,0.0,305.026,7.69231,2346.35,1.0,1.0,0.0,19.0,6.0,1347440102.0,False
2.0,112.0,0.0,2281.32,18.6667,42584.7,72.0,72.0,0.0,9.0,2.0,1347523721.0,False
2.0,36.0,0.0,838.778,7.76471,6512.87,23.0,23.0,0.0,9.0,2.0,1347523721.0,False
2.0,178.0,18.0,5439.86,52.9661,288128.0,40.0,40.0,0.0,139.0,4.0,1347524378.0,False
2.0,31.0,0.0,328.274,6.57692,2159.03,10.0,10.0,0.0,139.0,4.0,1347524378.0,False
2.0,316.0,10.0,6458.11,46.209,298423.0,82.0,81.0,0.0,14.0,2.0,1347526217.0,False
2.0,44.0,0.0,999.073,6.4918,6485.79,20.0,19.0,0.0,14.0,2.0,1347526217.0,False
4.0,59.0,0.0,960.0,14.6489,14063.0,43.0,42.0,0.0,14.0,2.0,1347530209.0,False
4.0,31.0,0.0,518.646,7.2,3734.25,16.0,16.0,0.0,14.0,2.0,1347530209.0,False
4.0,59.0,0.0,960.0,14.6489,14063.0,1.0,1.0,0.0,14.0,3.0,1347530348.0,False
4.0,31.0,0.0,518.646,7.2,3734.25,1.0,1.0,0.0,14.0,3.0,1347530348.0,False
2.0,178.0,19.0,5454.39,52.0833,284083.0,4.0,4.0,0.0,139.0,5.0,1347532497.0,False
2.0,31.0,0.0,328.274,6.57692,2159.03,1.0,1.0,0.0,139.0,5.0,1347532497.0,False
2.0,180.0,19.0,5556.94,53.3333,296370.0,11.0,5.0,0.0,152.0,6.0,1348643479.0,False
2.0,31.0,0.0,328.274,6.57692,2159.03,1.0,1.0,0.0,152.0,6.0,1348643479.0,False
2.0,60.0,0.0,1015.46,14.5714,14796.7,10.0,8.0,0.0,27.0,4.0,1348644283.0,False
2.0,31.0,0.0,518.646,7.2,3734.25,5.0,5.0,0.0,27.0,4.0,1348644283.0,False
3.0,317.0,10.0,6582.23,46.4431,305699.0,15.0,10.0,0.0,27.0,3.0,1348657022.0,False
3.0,44.0,0.0,999.073,6.4918,6485.79,5.0,5.0,0.0,27.0,3.0,1348657022.0,False
2.0,165.0,7.0,2075.76,45.9744,95431.6,25.0,18.0,1.0,33.0,7.0,1348664294.0,False
2.0,37.0,0.0,305.026,7.69231,2346.35,4.0,4.0,0.0,33.0,7.0,1348664294.0,False
2.0,57.0,3.0,381.473,8.8421,3373.03,46.0,89.0,1.0,165.0,11.0,1350043357.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,4.0,8.0,0.0,165.0,11.0,1350043357.0,False
2.0,53.0,0.0,444.677,9.07407,4035.03,14.0,59.0,1.0,49.0,5.0,1350561861.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,2.0,1.0,0.0,49.0,5.0,1350561861.0,False
3.0,157.0,14.0,4889.62,43.3774,212099.0,100.0,228.0,1.0,174.0,7.0,1350563722.0,False
3.0,26.0,0.0,85.9516,4.33333,372.457,6.0,1.0,0.0,174.0,7.0,1350563722.0,False
2.0,263.0,9.0,3669.02,33.2418,121965.0,159.0,282.0,1.0,49.0,4.0,1350571637.0,False
2.0,27.0,0.0,76.1471,4.125,314.107,6.0,2.0,0.0,49.0,4.0,1350571637.0,False
3.0,66.0,0.0,276.905,5.09091,1409.7,28.0,20.0,1.0,45.0,3.0,1350636313.0,False
3.0,19.0,0.0,39.8631,3.5,139.521,6.0,2.0,0.0,45.0,3.0,1350636313.0,False
2.0,66.0,0.0,276.905,5.09091,1409.7,7.0,7.0,1.0,48.0,4.0,1350906480.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,48.0,4.0,1350906480.0,False
3.0,346.0,14.0,5111.03,35.6195,182052.0,197.0,15.0,1.0,67.0,5.0,1352124332.0,False
3.0,30.0,0.0,93.7654,4.33333,406.317,8.0,5.0,0.0,67.0,5.0,1352124332.0,False
3.0,127.0,6.0,1401.83,35.7,50045.2,10.0,10.0,1.0,74.0,6.0,1352213495.0,False
3.0,32.0,0.0,275.0,8.18182,2250.0,8.0,8.0,0.0,74.0,6.0,1352213495.0,False
3.0,154.0,9.0,2032.28,40.5122,82331.9,161.0,161.0,1.0,75.0,8.0,1352278714.0,False
3.0,38.0,0.0,307.358,7.59259,2333.64,13.0,12.0,0.0,75.0,8.0,1352278714.0,False
3.0,323.0,13.0,4826.14,35.0917,169358.0,130.0,166.0,1.0,69.0,6.0,1352282490.0,False
3.0,29.0,0.0,89.8585,4.33333,389.387,1.0,2.0,0.0,69.0,6.0,1352282490.0,False
3.0,398.0,14.0,6462.56,40.3,260441.0,277.0,96.0,1.0,70.0,7.0,1352384231.0,False
3.0,33.0,0.0,118.536,4.63636,549.578,5.0,1.0,0.0,70.0,7.0,1352384231.0,False
3.0,398.0,14.0,6462.56,40.3,260441.0,3.0,3.0,1.0,70.0,8.0,1352385102.0,False
3.0,33.0,0.0,118.536,4.63636,549.578,1.0,1.0,0.0,70.0,8.0,1352385103.0,False
3.0,398.0,14.0,6471.13,39.9802,258717.0,10.0,9.0,1.0,71.0,9.0,1352450826.0,False
3.0,33.0,0.0,118.536,4.63636,549.578,1.0,1.0,0.0,71.0,9.0,1352450826.0,False
2.0,58.0,4.0,353.108,9.21053,3252.31,171.0,0.0,1.0,0.0,0.0,1353332457.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,90.0,0.0,0.0,0.0,0.0,1353332457.0,False
2.0,58.0,4.0,353.108,9.21053,3252.31,1.0,1.0,1.0,0.0,2.0,1353335304.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,0.0,2.0,1353335304.0,False
2.0,64.0,4.0,386.647,10.15,3924.47,13.0,4.0,1.0,0.0,1.0,1353339577.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,0.0,1.0,1353339577.0,False
3.0,433.0,15.0,7115.44,41.4179,294706.0,321.0,258.0,1.0,82.0,10.0,1353418647.0,False
3.0,35.0,0.0,133.438,4.75,633.829,3.0,1.0,0.0,82.0,10.0,1353418647.0,False
2.0,66.0,0.0,276.905,5.09091,1409.7,6.0,6.0,1.0,77.0,5.0,1353425580.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,77.0,5.0,1353425580.0,False
2.0,154.0,14.0,4837.22,45.32,219223.0,88.0,95.0,1.0,209.0,8.0,1353570753.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,7.0,1.0,0.0,209.0,8.0,1353570753.0,False
2.0,53.0,0.0,444.677,9.07407,4035.03,5.0,5.0,1.0,84.0,6.0,1353571767.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,3.0,3.0,0.0,84.0,6.0,1353571767.0,False
3.0,451.0,16.0,7451.61,41.9384,312509.0,72.0,41.0,1.0,89.0,11.0,1354029311.0,False
3.0,35.0,0.0,133.438,4.75,633.829,3.0,3.0,0.0,89.0,11.0,1354029311.0,False
4.0,501.0,22.0,8029.95,41.0483,329616.0,164.0,129.0,1.0,99.0,12.0,1354871487.0,False
4.0,33.0,0.0,118.536,4.63636,549.578,5.0,7.0,0.0,99.0,12.0,1354871487.0,False
4.0,501.0,22.0,8007.75,40.9655,328042.0,6.0,8.0,1.0,102.0,13.0,1355131694.0,False
4.0,33.0,0.0,118.536,4.63636,549.578,1.0,1.0,0.0,102.0,13.0,1355131694.0,False
2.0,472.0,19.0,7598.58,38.6893,293984.0,20.0,58.0,1.0,102.0,14.0,1355149543.0,False
2.0,33.0,0.0,118.536,4.63636,549.578,5.0,5.0,0.0,102.0,14.0,1355149543.0,False
2.0,154.0,9.0,2032.28,40.5122,82331.9,9.0,9.0,1.0,117.0,9.0,1355914590.0,False
2.0,38.0,0.0,307.358,7.59259,2333.64,7.0,7.0,0.0,117.0,9.0,1355914590.0,False
4.0,127.0,6.0,1401.83,35.7,50045.2,7.0,7.0,1.0,117.0,7.0,1355920432.0,False
4.0,32.0,0.0,275.0,8.18182,2250.0,7.0,7.0,0.0,117.0,7.0,1355920432.0,False
4.0,64.0,4.0,386.647,10.15,3924.47,9.0,9.0,1.0,30.0,3.0,1355921658.0,True
4.0,19.0,0.0,39.8631,3.5,139.521,7.0,7.0,0.0,30.0,3.0,1355921658.0,False
4.0,57.0,3.0,381.473,8.8421,3373.03,9.0,9.0,1.0,233.0,12.0,1355922537.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,7.0,7.0,0.0,233.0,12.0,1355922537.0,False
3.0,154.0,14.0,4837.22,45.32,219223.0,7.0,7.0,1.0,236.0,9.0,1355923732.0,False
3.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,236.0,9.0,1355923732.0,False
4.0,53.0,0.0,444.677,9.07407,4035.03,5.0,5.0,1.0,111.0,7.0,1355924391.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,111.0,7.0,1355924391.0,False
4.0,472.0,19.0,7598.58,38.6893,293984.0,7.0,7.0,1.0,111.0,15.0,1355924880.0,False
4.0,33.0,0.0,118.536,4.63636,549.578,5.0,5.0,0.0,111.0,15.0,1355924880.0,False
3.0,66.0,0.0,276.905,5.09091,1409.7,9.0,9.0,1.0,106.0,6.0,1355925346.0,False
3.0,19.0,0.0,39.8631,3.5,139.521,7.0,7.0,0.0,106.0,6.0,1355925346.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,276.0,10.0,1359382553.0,False
4.0,153.0,10.0,3276.0,28.2128,92425.0,326.0,410.0,1.0,276.0,10.0,1359382650.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,277.0,13.0,1359727799.0,False
2.0,64.0,4.0,545.0,8.90476,4853.1,32.0,16.0,1.0,277.0,13.0,1359727800.0,False
3.0,127.0,6.0,1401.83,35.7,50045.2,5.0,5.0,1.0,164.0,8.0,1359979254.0,False
3.0,32.0,0.0,275.0,8.18182,2250.0,5.0,5.0,0.0,164.0,8.0,1359979254.0,False
3.0,154.0,9.0,2032.28,40.5122,82331.9,5.0,5.0,1.0,164.0,10.0,1359979457.0,False
3.0,38.0,0.0,307.358,7.59259,2333.64,5.0,5.0,0.0,164.0,10.0,1359979457.0,False
3.0,127.0,6.0,1401.83,35.7,50045.2,1.0,1.0,1.0,165.0,9.0,1360050977.0,False
3.0,32.0,0.0,275.0,8.18182,2250.0,1.0,1.0,0.0,165.0,9.0,1360050977.0,False
3.0,154.0,9.0,2032.28,40.5122,82331.9,1.0,1.0,1.0,165.0,11.0,1360054913.0,False
3.0,38.0,0.0,307.358,7.59259,2333.64,1.0,1.0,0.0,165.0,11.0,1360054914.0,False
3.0,251.0,5.0,7275.17,29.3363,213427.0,473.0,29.0,1.0,160.0,8.0,1360158464.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,160.0,8.0,1360158464.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,286.0,11.0,1360227536.0,False
4.0,153.0,10.0,3276.0,28.2128,92425.0,11.0,11.0,1.0,286.0,11.0,1360227539.0,False
3.0,251.0,5.0,7415.62,29.6372,219778.0,13.0,17.0,1.0,161.0,9.0,1360230546.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,161.0,9.0,1360230546.0,False
3.0,251.0,5.0,7415.62,29.6372,219778.0,3.0,3.0,1.0,161.0,10.0,1360231265.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,161.0,10.0,1360231265.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,286.0,12.0,1360242437.0,False
4.0,153.0,11.0,3252.0,28.2128,91747.9,8.0,8.0,1.0,286.0,12.0,1360242438.0,False
3.0,251.0,5.0,7380.51,29.6372,218737.0,2.0,4.0,1.0,166.0,11.0,1360658058.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,166.0,11.0,1360658058.0,False
2.0,251.0,5.0,7310.28,29.4867,215556.0,10.0,10.0,1.0,167.0,12.0,1360757760.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,167.0,12.0,1360757760.0,False
4.0,392.0,19.0,5959.46,41.3466,246403.0,785.0,0.0,1.0,0.0,0.0,1360931387.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,90.0,0.0,0.0,0.0,0.0,1360931387.0,False
2.0,329.0,12.0,4697.12,27.8098,130626.0,530.0,36.0,1.0,91.0,4.0,1361185893.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,91.0,4.0,1361185894.0,False
2.0,329.0,12.0,4697.12,27.8098,130626.0,3.0,3.0,1.0,91.0,5.0,1361186011.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,91.0,5.0,1361186011.0,False
3.0,787.0,14.0,17838.7,43.4871,775755.0,1482.0,586.0,1.0,175.0,16.0,1361431573.0,False
3.0,55.0,0.0,298.056,5.31818,1585.12,27.0,5.0,0.0,175.0,16.0,1361431573.0,False
2.0,210.0,13.0,2174.75,21.9355,47704.2,361.0,0.0,1.0,0.0,0.0,1361435356.0,False
2.0,21.0,0.0,44.9726,4.2,188.885,92.0,0.0,0.0,0.0,0.0,1361435356.0,False
2.0,81.0,0.0,380.549,4.59375,1748.15,20.0,5.0,1.0,170.0,7.0,1361454208.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,170.0,7.0,1361454208.0,False
2.0,392.0,19.0,5959.46,41.3466,246403.0,7.0,7.0,1.0,7.0,1.0,1361532830.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,7.0,1.0,1361532830.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,301.0,13.0,1361532859.0,False
2.0,153.0,11.0,3252.0,28.2128,91747.9,7.0,7.0,1.0,301.0,13.0,1361532860.0,False
3.0,252.0,5.0,7366.46,29.5619,217767.0,32.0,29.0,1.0,181.0,13.0,1361976323.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,181.0,13.0,1361976323.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,307.0,14.0,1362038163.0,False
4.0,209.0,15.0,3762.05,32.6667,122894.0,65.0,5.0,1.0,307.0,14.0,1362038164.0,False
3.0,252.0,5.0,7516.37,29.3435,220556.0,11.0,9.0,1.0,182.0,14.0,1362067924.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,182.0,14.0,1362067925.0,False
3.0,787.0,14.0,17838.7,43.4871,775755.0,3.0,3.0,1.0,183.0,17.0,1362126274.0,False
3.0,55.0,0.0,298.056,5.31818,1585.12,1.0,1.0,0.0,183.0,17.0,1362126274.0,False
3.0,251.0,5.0,7214.55,29.2946,211348.0,25.0,28.0,1.0,187.0,15.0,1362483157.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,187.0,15.0,1362483157.0,False
3.0,251.0,5.0,7214.55,29.2946,211348.0,4.0,4.0,1.0,187.0,16.0,1362488008.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,187.0,16.0,1362488008.0,False
3.0,252.0,5.0,7310.28,29.1858,213357.0,12.0,8.0,1.0,187.0,17.0,1362498581.0,True
3.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,187.0,17.0,1362498582.0,False
3.0,813.0,18.0,18204.8,43.9131,799429.0,96.0,36.0,1.0,188.0,18.0,1362583770.0,False
3.0,55.0,0.0,298.056,5.31818,1585.12,1.0,1.0,0.0,188.0,18.0,1362583770.0,False
3.0,813.0,18.0,18244.8,43.9131,801187.0,7.0,5.0,1.0,193.0,19.0,1362991706.0,False
3.0,55.0,0.0,298.056,5.31818,1585.12,1.0,1.0,0.0,193.0,19.0,1362991706.0,False
3.0,813.0,18.0,18244.8,43.9131,801187.0,7.0,7.0,1.0,197.0,20.0,1363334943.0,False
3.0,55.0,0.0,298.056,5.31818,1585.12,1.0,1.0,0.0,197.0,20.0,1363334943.0,False
4.0,127.0,6.0,1401.83,35.7,50045.2,5.0,5.0,1.0,207.0,10.0,1363692340.0,False
4.0,32.0,0.0,275.0,8.18182,2250.0,5.0,5.0,0.0,207.0,10.0,1363692340.0,False
4.0,127.0,6.0,1401.83,35.7,50045.2,1.0,1.0,1.0,207.0,11.0,1363692586.0,False
4.0,32.0,0.0,275.0,8.18182,2250.0,1.0,1.0,0.0,207.0,11.0,1363692586.0,False
4.0,154.0,9.0,2032.28,40.5122,82331.9,5.0,5.0,1.0,207.0,12.0,1363692737.0,False
4.0,38.0,0.0,307.358,7.59259,2333.64,5.0,5.0,0.0,207.0,12.0,1363692737.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,326.0,15.0,1363693407.0,False
4.0,209.0,15.0,3762.05,32.6667,122894.0,3.0,3.0,1.0,326.0,15.0,1363693412.0,False
4.0,55.0,0.0,298.056,5.31818,1585.12,5.0,5.0,0.0,201.0,21.0,1363693860.0,False
4.0,813.0,18.0,18244.8,43.9131,801187.0,7.0,7.0,1.0,201.0,21.0,1363693872.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,201.0,18.0,1363694368.0,False
4.0,252.0,5.0,7310.28,29.1858,213357.0,7.0,7.0,1.0,201.0,18.0,1363694370.0,True
2.0,64.0,4.0,545.0,8.90476,4853.1,3.0,3.0,1.0,323.0,14.0,1363694894.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,323.0,14.0,1363694894.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,120.0,6.0,1363695115.0,False
4.0,329.0,12.0,4697.12,27.8098,130626.0,5.0,5.0,1.0,120.0,6.0,1363695116.0,True
4.0,21.0,0.0,44.9726,4.2,188.885,5.0,5.0,0.0,26.0,1.0,1363695468.0,False
4.0,210.0,13.0,2174.75,21.9355,47704.2,7.0,7.0,1.0,26.0,1.0,1363695472.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,32.0,2.0,1363696313.0,False
4.0,392.0,19.0,5959.46,41.3466,246403.0,5.0,5.0,1.0,32.0,2.0,1363696314.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,196.0,8.0,1363703002.0,False
4.0,81.0,0.0,380.549,4.59375,1748.15,7.0,7.0,1.0,196.0,8.0,1363703004.0,False
2.0,331.0,12.0,4801.2,27.8763,133840.0,26.0,15.0,1.0,121.0,7.0,1363763811.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,5.0,0.0,121.0,7.0,1363763811.0,False
2.0,338.0,13.0,5007.48,28.3936,142181.0,67.0,38.0,1.0,122.0,8.0,1363860062.0,True
2.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,122.0,8.0,1363860062.0,False
4.0,19.0,0.0,39.8631,3.5,139.521,1.0,1.0,0.0,35.0,3.0,1363937028.0,False
4.0,391.0,19.0,5892.04,41.0227,241708.0,6.0,1.0,1.0,35.0,3.0,1363937029.0,False
2.0,242.0,11.0,3364.92,24.8544,83633.1,220.0,138.0,1.0,32.0,2.0,1364230394.0,False
2.0,19.0,0.0,39.8631,3.5,139.521,5.0,7.0,0.0,32.0,2.0,1364230394.0,False
2.0,127.0,6.0,1401.83,35.7,50045.2,5.0,5.0,1.0,214.0,12.0,1364291282.0,False
2.0,32.0,0.0,275.0,8.18182,2250.0,5.0,5.0,0.0,214.0,12.0,1364291283.0,False
2.0,154.0,9.0,2032.28,40.5122,82331.9,5.0,5.0,1.0,214.0,13.0,1364291525.0,False
