@relation all_src_data

@attribute author NUMERIC
@attribute sloc NUMERIC
@attribute McCab NUMERIC
@attribute Hv NUMERIC
@attribute Hd NUMERIC
@attribute He NUMERIC
@attribute loc_add NUMERIC
@attribute loc_remove NUMERIC
@attribute nfunctions NUMERIC
@attribute commit_age NUMERIC
@attribute num_commits NUMERIC
@attribute commitdate NUMERIC
@attribute bug {False,True}

@data
7,134,6,1489.98,35.7188,53220.2,279,0,1,0,0,1351696866,False
7,32,0,297.619,8.26087,2458.59,103,0,0,0,0,1351696866,False
7,17,0,218.261,6.0,1309.57,3,3,0,94,8,1352109274,False
7,10,0,20.6797,1.25,25.8496,1,1,0,95,2,1352109274,False
7,8,0,18.0947,2.0,36.1895,3,3,0,94,13,1352109274,False
7,65,0,493.484,6.87037,3390.42,28,16,1,95,1,1352109275,False
7,21,0,44.9726,4.2,188.885,1,1,0,95,1,1352109275,False
7,17,0,218.261,6.0,1309.57,3,3,0,94,9,1352109730,False
7,10,0,20.6797,1.25,25.8496,7,7,0,0,0,1352109730,False
7,8,0,18.0947,2.0,36.1895,3,3,0,94,14,1352109730,False
7,94,1,927.923,12.878,11949.8,201,0,1,0,0,1352115142,False
7,21,0,44.9726,4.2,188.885,92,0,0,0,0,1352115142,False
7,142,1,2574.0,25.34,65225.2,315,0,1,0,0,1352115900,False
7,21,0,44.9726,4.2,188.885,92,0,0,0,0,1352115901,False
7,142,1,2574.0,25.34,65225.2,1,1,1,0,0,1352116057,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1352116057,False
7,17,0,218.261,6.0,1309.57,3,3,0,94,10,1352116057,False
7,10,0,20.6797,1.25,25.8496,7,7,0,0,0,1352116057,False
7,8,0,18.0947,2.0,36.1895,3,3,0,94,16,1352116057,False
7,8,0,18.0947,2.0,36.1895,1,1,0,94,15,1352116755,False
7,529,44,8336.69,49.347,411391.0,452,647,1,0,0,1352116756,False
7,39,0,398.084,6.5,2587.55,31,3,0,0,0,1352116756,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1352116756,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1352116756,False
7,17,0,218.261,6.0,1309.57,3,3,0,95,12,1352188645,False
7,10,0,20.6797,1.25,25.8496,7,7,0,13,1,1352188645,False
7,8,0,18.0947,2.0,36.1895,3,3,0,95,18,1352188645,False
7,151,9,1839.85,39.875,73363.9,320,0,1,0,0,1352189017,False
7,37,0,294.686,7.5,2210.14,108,0,0,0,0,1352189017,False
7,351,22,7197.59,33.7037,242586.0,393,177,1,0,0,1352191123,False
7,26,0,66.6079,3.85714,256.916,9,2,0,0,0,1352191123,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1352191123,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1352191123,False
7,8,0,18.0947,2.0,36.1895,1,1,0,95,21,1352191123,False
7,134,6,1489.98,35.7188,53220.2,6,6,1,0,0,1352192869,False
7,32,0,297.619,8.26087,2458.59,2,2,0,0,0,1352192869,False
7,17,0,218.261,6.0,1309.57,3,3,0,0,0,1352192869,False
7,10,0,20.6797,1.25,25.8496,7,7,0,0,0,1352192869,False
7,8,0,18.0947,2.0,36.1895,3,3,0,0,0,1352192869,False
7,151,9,1839.85,39.875,73363.9,1,1,1,0,1,1352200923,False
7,37,0,294.686,7.5,2210.14,1,1,0,0,1,1352200923,False
7,17,0,218.261,6.0,1309.57,1,1,0,95,13,1352200923,False
7,10,0,20.6797,1.25,25.8496,1,1,0,13,2,1352200923,False
7,8,0,18.0947,2.0,36.1895,1,1,0,95,19,1352200923,False
7,216,0,4375.52,32.1474,140662.0,255,115,1,110,1,1352201507,False
7,30,0,93.7654,4.33333,406.317,13,2,0,110,1,1352201507,False
7,17,0,218.261,6.0,1309.57,1,1,0,95,11,1352201507,False
7,10,0,20.6797,1.25,25.8496,1,1,0,154,2,1352201507,False
7,8,0,18.0947,2.0,36.1895,1,1,0,95,17,1352201507,False
7,17,0,218.261,6.0,1309.57,1,1,0,95,14,1352208716,False
7,10,0,20.6797,1.25,25.8496,1,1,0,96,3,1352208716,False
7,8,0,18.0947,2.0,36.1895,1,1,0,95,20,1352208716,False
7,65,0,493.484,6.87037,3390.42,1,1,1,96,2,1352208717,False
7,21,0,44.9726,4.2,188.885,1,1,0,96,2,1352208717,False
7,94,1,924.605,11.9625,11060.6,11,10,1,0,0,1352210684,False
7,141,1,2574.0,25.34,65225.2,20,21,1,0,0,1352212262,False
7,17,0,218.261,6.0,1309.57,3,3,0,0,0,1352213514,False
7,10,0,20.6797,1.25,25.8496,7,7,0,0,0,1352213514,False
7,8,0,18.0947,2.0,36.1895,3,3,0,0,0,1352213514,False
7,34,0,71.6992,3.21429,230.462,135,0,1,0,0,1352213738,False
7,21,0,44.9726,4.2,188.885,92,0,0,0,0,1352213738,False
7,529,44,8314.75,49.2537,409532.0,2,2,1,0,0,1352281768,False
7,39,0,398.084,6.5,2587.55,1,1,0,0,0,1352281768,False
7,46,0,125.021,3.0,375.061,10,28,1,96,1,1352282353,False
7,21,0,44.9726,4.2,188.885,1,1,0,96,1,1352282353,False
7,17,0,218.261,6.0,1309.57,1,1,0,96,15,1352282353,False
7,10,0,20.6797,1.25,25.8496,1,1,0,96,2,1352282353,False
7,8,0,18.0947,2.0,36.1895,1,1,0,96,22,1352282353,False
7,67,0,371.686,9.85714,3663.76,61,2,0,96,1,1352282354,False
7,90,0,842.515,4.50758,3797.7,45,93,0,96,1,1352282354,False
7,124,0,716.992,50.5,36208.1,36,11,0,96,1,1352282354,False
7,126,0,1449.97,4.74299,6877.18,17,10,0,96,1,1352282354,False
7,17,0,218.261,6.0,1309.57,28,0,0,124,16,1354703285,False
7,10,0,20.6797,1.25,25.8496,23,0,0,0,0,1354703286,False
7,8,0,18.0947,2.0,36.1895,19,0,0,124,23,1354703287,False
7,17,0,218.261,6.0,1309.57,3,3,0,126,17,1354898392,False
7,12,0,41.209,1.14286,47.096,9,7,0,2,1,1354898392,False
7,8,0,18.0947,2.0,36.1895,3,3,0,126,24,1354898392,False
7,303,20,5853.7,43.035,251914.0,502,0,1,0,0,1355215180,True
7,77,0,1496.2,7.67123,11477.7,243,0,0,0,0,1355215181,True
7,451,30,14420.4,42.8613,618079.0,498,28,1,138,3,1355845068,False
7,21,0,44.9726,4.2,188.885,1,1,0,138,3,1355845068,False
7,541,42,8397.67,49.6197,416690.0,65,56,1,0,0,1355927333,False
7,32,0,218.261,6.75,1473.26,1,2,0,0,0,1355927333,False
7,303,20,5853.7,43.035,251914.0,1,1,1,9,1,1355989213,True
7,77,0,1496.2,7.67123,11477.7,1,1,0,9,1,1355989213,True
7,17,0,218.261,6.0,1309.57,1,1,0,139,20,1355989213,False
7,12,0,41.209,1.14286,47.096,1,1,0,15,2,1355989213,False
7,8,0,18.0947,2.0,36.1895,1,1,0,139,27,1355989213,False
7,134,6,1489.98,35.7188,53220.2,1,1,1,0,0,1355992811,False
7,32,0,297.619,8.26087,2458.59,1,1,0,0,0,1355992811,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1355992811,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1355992811,False
7,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1355992811,False
7,151,9,1839.85,39.875,73363.9,1,1,1,44,2,1356006048,False
7,37,0,294.686,7.5,2210.14,1,1,0,44,2,1356006048,False
7,17,0,218.261,6.0,1309.57,1,1,0,139,19,1356006048,False
7,10,0,20.6797,1.25,25.8496,1,1,0,57,3,1356006048,False
7,8,0,18.0947,2.0,36.1895,1,1,0,139,26,1356006048,False
7,215,1,4247.37,29.9487,127203.0,11,9,1,154,2,1356007552,False
7,30,0,93.7654,4.33333,406.317,1,1,0,154,2,1356007552,False
7,17,0,218.261,6.0,1309.57,1,1,0,139,18,1356007552,False
7,10,0,20.6797,1.25,25.8496,1,1,0,198,3,1356007552,False
7,8,0,18.0947,2.0,36.1895,1,1,0,139,25,1356007552,False
7,134,6,1512.55,36.0,54451.9,10,8,1,0,0,1356093576,False
7,32,0,297.619,8.26087,2458.59,1,1,0,0,0,1356093576,False
7,768,56,16674.6,62.0896,1035320.0,827,349,1,0,0,1357719814,False
7,26,0,66.6079,3.85714,256.916,1,1,0,0,0,1357719814,False
7,34,0,71.6992,3.21429,230.462,1,1,1,0,0,1357735106,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1357735106,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1357735106,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1357735106,False
7,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1357735106,False
7,129,2,1168.24,15.8571,18525.0,39,4,1,0,0,1357746683,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1357746683,False
7,17,0,218.261,6.0,1309.57,1,1,0,159,21,1357746683,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1357746683,False
7,8,0,18.0947,2.0,36.1895,1,1,0,159,28,1357746683,False
7,451,30,14420.4,42.8613,618079.0,1,1,1,161,4,1357819600,False
7,21,0,44.9726,4.2,188.885,1,1,0,161,4,1357819600,False
7,17,0,218.261,6.0,1309.57,1,1,0,160,23,1357819600,False
7,10,0,20.6797,1.25,25.8496,1,1,0,161,4,1357819600,False
7,8,0,18.0947,2.0,36.1895,1,1,0,160,31,1357819600,False
7,541,42,8397.67,49.6197,416690.0,1,1,1,0,0,1357819690,False
7,32,0,218.261,6.75,1473.26,1,1,0,0,0,1357819690,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1357819690,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1357819690,False
7,8,0,18.0947,2.0,36.1895,1,1,0,160,29,1357819690,False
7,50,0,144.0,2.95455,425.455,6,1,1,160,2,1357819907,False
7,21,0,44.9726,4.2,188.885,1,1,0,160,2,1357819907,False
7,17,0,218.261,6.0,1309.57,1,1,0,160,22,1357819907,False
7,11,0,28.0735,1.2,33.6883,2,1,0,160,3,1357819907,False
7,8,0,18.0947,2.0,36.1895,1,1,0,160,30,1357819907,False
7,134,0,991.793,16.5,16364.6,119,2,0,160,2,1357819908,False
7,170,0,2122.44,6.53169,13863.1,88,2,0,160,2,1357819908,False
7,24,0,31.6992,2.4,76.0782,3,1,0,160,2,1357819908,False
7,103,0,1090.63,4.70588,5132.38,3,2,0,160,2,1357819908,False
7,142,1,2647.44,24.6346,65218.8,5,2,1,0,0,1358237444,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358237444,False
7,17,0,218.261,6.0,1309.57,1,1,0,165,24,1358237444,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358237444,False
7,8,0,18.0947,2.0,36.1895,1,1,0,165,32,1358237444,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1358238195,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358238195,False
7,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1358238195,False
7,34,0,71.6992,3.21429,230.462,1,1,1,0,0,1358238196,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358238196,False
7,478,30,10446.7,55.9609,584608.0,221,14,1,37,2,1358438110,True
7,78,0,1542.76,7.62667,11766.1,4,1,0,37,2,1358438110,True
7,17,0,218.261,6.0,1309.57,1,1,0,172,27,1358856547,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,36,1358856547,False
7,215,1,4247.37,29.9487,127203.0,1,1,1,187,3,1358856548,False
7,30,0,93.7654,4.33333,406.317,1,1,0,187,3,1358856548,False
7,10,0,20.6797,1.25,25.8496,1,1,0,231,4,1358856548,False
7,142,1,2647.44,24.6346,65218.8,1,1,1,0,0,1358856671,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358856671,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1358856671,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358856671,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,35,1358856671,False
7,768,56,16674.6,62.0896,1035320.0,1,1,1,0,0,1358856800,False
7,26,0,66.6079,3.85714,256.916,1,1,0,0,0,1358856800,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1358856800,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358856800,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,41,1358856800,False
7,728,46,18798.7,80.25,1508600.0,428,150,1,42,3,1358856929,True
7,90,0,1787.46,7.7619,13874.1,19,5,0,42,3,1358856929,True
7,17,0,218.261,6.0,1309.57,1,1,0,172,26,1358856929,False
7,12,0,41.209,1.14286,47.096,1,1,0,48,3,1358856929,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,34,1358856929,False
7,451,30,14420.4,42.8613,618079.0,1,1,1,173,5,1358857066,False
7,21,0,44.9726,4.2,188.885,1,1,0,173,5,1358857066,False
7,17,0,218.261,6.0,1309.57,1,1,0,172,30,1358857066,False
7,10,0,20.6797,1.25,25.8496,1,1,0,173,5,1358857066,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,40,1358857066,False
7,129,2,1168.24,15.8571,18525.0,1,1,1,0,0,1358857178,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358857178,False
7,17,0,218.261,6.0,1309.57,1,1,0,172,31,1358857178,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358857178,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,42,1358857178,False
7,541,42,8397.67,49.6197,416690.0,1,1,1,0,0,1358857299,False
7,32,0,218.261,6.75,1473.26,1,1,0,0,0,1358857299,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1358857299,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358857299,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,38,1358857299,False
7,34,0,71.6992,3.21429,230.462,1,1,1,0,0,1358858594,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358858594,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1358858594,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358858594,False
7,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1358858594,False
7,220,1,4303.26,30.0759,129424.0,10,4,1,187,4,1358859834,False
7,30,0,93.7654,4.33333,406.317,1,1,0,187,4,1358859834,False
7,17,0,218.261,6.0,1309.57,1,1,0,172,28,1358859834,False
7,10,0,20.6797,1.25,25.8496,1,1,0,231,5,1358859834,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,37,1358859834,False
7,34,0,71.6992,3.21429,230.462,1,1,1,0,0,1358859997,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358859997,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1358859997,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358859997,False
7,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1358859997,False
7,17,0,218.261,6.0,1309.57,1,1,0,172,25,1358860141,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1358860141,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,33,1358860141,False
7,129,2,1168.24,15.8571,18525.0,1,1,1,0,0,1358860142,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1358860142,False
7,50,0,144.0,2.95455,425.455,1,1,1,172,3,1358863480,False
7,21,0,44.9726,4.2,188.885,1,1,0,172,3,1358863480,False
7,17,0,218.261,6.0,1309.57,1,1,0,172,29,1358863480,False
7,11,0,28.0735,1.2,33.6883,1,1,0,172,4,1358863480,False
7,8,0,18.0947,2.0,36.1895,1,1,0,172,39,1358863480,False
7,134,0,1025.03,14.3478,14707.0,15,15,0,172,3,1358863481,False
7,170,0,2122.44,6.53169,13863.1,1,1,0,172,3,1358863481,False
7,24,0,31.6992,2.4,76.0782,1,1,0,172,3,1358863481,False
7,103,0,1090.63,4.70588,5132.38,1,1,0,172,3,1358863481,False
7,220,1,4303.26,30.0759,129424.0,1,1,1,189,5,1359041580,False
7,30,0,93.7654,4.33333,406.317,1,1,0,189,5,1359041580,False
7,17,0,218.261,6.0,1309.57,1,1,0,174,34,1359041580,False
7,10,0,20.6797,1.25,25.8496,1,1,0,233,6,1359041580,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,46,1359041580,False
7,142,1,2647.44,24.6346,65218.8,1,1,1,0,0,1359041694,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1359041694,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1359041694,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1359041694,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,45,1359041694,False
7,768,56,16674.6,62.0896,1035320.0,1,1,1,0,0,1359041808,False
7,26,0,66.6079,3.85714,256.916,1,1,0,0,0,1359041808,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1359041808,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1359041808,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,50,1359041808,False
7,17,0,218.261,6.0,1309.57,1,1,0,174,33,1359041925,False
7,12,0,41.209,1.14286,47.096,1,1,0,50,4,1359041925,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,44,1359041925,False
7,920,34,27678.7,122.77,3398120.0,379,177,1,44,4,1359041926,True
7,90,0,1787.46,7.7619,13874.1,1,1,0,44,4,1359041926,True
7,451,30,14420.4,42.8613,618079.0,1,1,1,175,6,1359042062,False
7,21,0,44.9726,4.2,188.885,1,1,0,175,6,1359042062,False
7,17,0,218.261,6.0,1309.57,1,1,0,174,36,1359042062,False
7,10,0,20.6797,1.25,25.8496,1,1,0,175,6,1359042062,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,49,1359042062,False
7,129,2,1168.24,15.8571,18525.0,1,1,1,0,0,1359042162,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1359042162,False
7,17,0,218.261,6.0,1309.57,1,1,0,174,32,1359042162,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1359042162,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,43,1359042162,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,47,1359042269,False
7,541,42,8397.67,49.6197,416690.0,1,1,1,0,0,1359042270,False
7,32,0,218.261,6.75,1473.26,1,1,0,0,0,1359042270,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1359042270,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1359042270,False
7,34,0,71.6992,3.21429,230.462,1,1,1,0,0,1359042834,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1359042834,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1359042834,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1359042834,False
7,8,0,18.0947,2.0,36.1895,1,1,0,0,0,1359042834,False
7,17,0,218.261,6.0,1309.57,1,1,0,174,35,1359043664,False
7,8,0,18.0947,2.0,36.1895,1,1,0,174,48,1359043664,False
7,134,0,1055.0,12.6923,13390.4,7,7,0,174,4,1359043665,False
7,170,0,2122.44,6.53169,13863.1,1,1,0,174,4,1359043665,False
7,24,0,31.6992,2.4,76.0782,1,1,0,174,4,1359043665,False
7,103,0,1090.63,4.70588,5132.38,1,1,0,174,4,1359043665,False
7,50,0,144.0,2.95455,425.455,1,1,1,174,4,1359043665,False
7,21,0,44.9726,4.2,188.885,1,1,0,174,4,1359043665,False
7,11,0,28.0735,1.2,33.6883,1,1,0,174,5,1359043665,False
7,920,34,27655.6,122.703,3393410.0,3,4,1,45,5,1359126186,True
7,50,0,144.0,2.95455,425.455,1,1,1,175,5,1359127614,False
7,170,0,2122.44,6.53169,13863.1,1,1,0,175,5,1359127615,False
7,103,0,1090.63,4.70588,5132.38,1,1,0,175,5,1359127615,False
7,17,0,218.261,6.0,1309.57,1,1,0,175,37,1359127615,False
7,134,0,1055.0,12.6923,13390.4,1,1,0,175,5,1359127616,False
7,24,0,31.6992,2.4,76.0782,1,1,0,175,5,1359127616,False
7,11,0,28.0735,1.2,33.6883,1,1,0,175,6,1359127617,False
7,8,0,18.0947,2.0,36.1895,1,1,0,175,51,1359127618,False
7,21,0,44.9726,4.2,188.885,1,1,0,175,5,1359127619,False
7,21,0,44.9726,4.2,188.885,1,1,0,188,7,1360154746,False
7,451,30,14420.4,42.8613,618079.0,1,1,1,188,7,1360154748,False
7,1101,40,34158.1,146.674,5010110.0,486,261,2,70,6,1361289472,True
7,97,0,1865.84,7.81609,14583.6,20,5,0,70,5,1361289472,True
7,10,0,20.6797,1.25,25.8496,1,1,0,260,7,1361355796,False
7,220,1,4362.54,29.5309,128830.0,6,4,1,216,6,1361355797,False
7,17,0,218.261,6.0,1309.57,1,1,0,201,38,1361355800,False
7,8,0,18.0947,2.0,36.1895,1,1,0,201,52,1361355800,False
7,30,0,93.7654,4.33333,406.317,1,1,0,216,6,1361355801,False
7,138,0,1118.18,11.7931,13186.9,9,1,0,202,6,1361433022,True
7,177,0,2223.64,6.52381,14506.6,10,2,0,202,6,1361433023,False
7,24,0,31.6992,2.4,76.0782,1,1,0,202,6,1361437623,False
7,191,0,2571.65,4.85549,12486.6,89,1,0,202,6,1361437624,False
7,53,0,181.521,3.42857,622.358,4,1,1,202,6,1361437732,False
7,21,0,44.9726,4.2,188.885,1,1,0,202,6,1361437732,False
7,26,0,66.6079,3.85714,256.916,1,1,0,0,0,1361548883,False
7,970,72,21799.9,65.3112,1423780.0,314,14,1,0,0,1361548884,False
7,21,0,44.9726,4.2,188.885,1,1,0,208,9,1361879061,False
7,536,40,19046.0,61.9972,1180800.0,247,153,1,208,9,1361879064,False
7,34,0,71.6992,3.21429,230.462,1,1,1,0,0,1361880579,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1361880581,False
7,220,1,4362.54,29.5309,128830.0,1,1,1,222,7,1361894321,False
7,30,0,93.7654,4.33333,406.317,1,1,0,222,7,1361894322,False
7,17,0,218.261,6.0,1309.57,1,1,0,207,41,1361894324,False
7,10,0,20.6797,1.25,25.8496,1,1,0,266,8,1361894325,False
7,8,0,18.0947,2.0,36.1895,1,1,0,207,58,1361894327,False
7,142,1,2647.44,24.6346,65218.8,1,1,1,0,0,1361894442,False
7,21,0,44.9726,4.2,188.885,1,1,0,0,0,1361894443,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1361894444,False
7,10,0,20.6797,1.25,25.8496,1,1,0,0,0,1361894446,False
7,8,0,18.0947,2.0,36.1895,1,1,0,207,56,1361894447,False
7,970,72,21799.9,65.3112,1423780.0,1,1,1,0,0,1361894564,False
7,26,0,66.6079,3.85714,256.916,1,1,0,0,0,1361894565,False
7,17,0,218.261,6.0,1309.57,1,1,0,0,0,1361894567,False
